name,adress,price,type,RE,area_m2,land_area_m2,disposition,city,city_part,price_KC
"Pronájem rodinného domu 110 m², pozemek 238 m²","Dělnická, Čelákovice",25 000 Kč/měsíc,pronájem,rodinného domu,110,238,,Čelákovice,,25000.0
Prodej bytu 3+1 104 m²,"Na Plzeňce, Praha - Smíchov",12 890 000 Kč,prodej,bytu,104,,3+1,Praha,Smíchov,12890000.0
Pronájem bytu 3+1 77 m²,"Podskalská, Praha - Nové Město",29 000 Kč,pronájem,bytu,77,,3+1,Praha,Nové Město,29000.0
Prodej bytu 3+1 99 m²,"Komenského nám., Brandýs nad Labem-Stará Boleslav - Brandýs nad Labem",8 500 000 Kč,prodej,bytu,99,,3+1,Brandýs nad Labem,Stará Boleslav - Brandýs nad Labem,8500000.0
Prodej bytu 2+1 53 m²,"Stankovského, Čelákovice",4 800 000 Kč,prodej,bytu,53,,2+1,Čelákovice,,4800000.0
Pronájem bytu 3+kk 75 m²,"Roháčova, Praha - Žižkov",27 500 Kč/měsíc,pronájem,bytu,75,,3+kk,Praha,Žižkov,27500.0
"Prodej rodinného domu 379 m², pozemek 340 m²","Jílová, Brno - Štýřice",22 500 000 Kč,prodej,rodinného domu,379,340,,Brno,Štýřice,22500000.0
Prodej bytu 3+kk 77 m²,"Marie Podvalové, Praha - Čakovice",11 283 720 Kč,prodej,bytu,77,,3+kk,Praha,Čakovice,11283720.0
"Prodej rodinného domu 98 m², pozemek 813 m²",Kutná Hora - Karlov,9 490 000 Kč,prodej,rodinného domu,98,813,,Kutná Hora,Karlov,9490000.0
"Prodej chalupy 100 m², pozemek 207 m²",Rokytnice nad Jizerou - Horní Rokytnice,5 490 000 Kč,prodej,chalupy,100,207,,Rokytnice nad Jizerou,Horní Rokytnice,5490000.0
"Prodej vícegeneračního domu 587 m², pozemek 1420 m²",Lánov - Horní Lánov,12 890 000 Kč,prodej,vícegeneračního domu,587,1420,,Lánov,Horní Lánov,12890000.0
"Prodej zemědělské usedlosti 200 m², pozemek 1121 m²",Kocelovice,3 990 000 Kč,prodej,zemědělské usedlosti,200,1121,,Kocelovice,,3990000.0
SLEVA: Prodej bytu 3+kk 65 m²,"Meliorační, Horoměřice",6 250 000 Kč,prodej,bytu,65,,3+kk,Horoměřice,,6250000.0
Pronájem bytu 1+kk 40 m²,"náměstí Svobody, Šternberk",10 420 Kč/měsíc,pronájem,bytu,40,,1+kk,Šternberk,,10420.0
Pronájem bytu 1+kk 44 m²,"Novosadský dvůr, Olomouc - Nové Sady",13 000 Kč/měsíc,pronájem,bytu,44,,1+kk,Olomouc,Nové Sady,13000.0
"Pronájem rodinného domu 280 m², pozemek 460 m²",Praha - Záběhlice,74 000 Kč/měsíc,pronájem,rodinného domu,280,460,,Praha,Záběhlice,74000.0
"Prodej rodinného domu 200 m², pozemek 1200 m²",Ivaň,7 300 000 Kč,prodej,rodinného domu,200,1200,,Ivaň,,7300000.0
Prodej bytu 3+1 127 m²,"Palackého, Olomouc",11 990 000 Kč,prodej,bytu,127,,3+1,Olomouc,,11990000.0
"Pronájem rodinného domu 360 m², pozemek 773 m²","Vacínovská, Praha - Jinonice",125 000 Kč/měsíc,pronájem,rodinného domu,360,773,,Praha,Jinonice,125000.0
Pronájem bytu 2+kk 68 m²,"Vojenova, Praha - Libeň",27 000 Kč/měsíc,pronájem,bytu,68,,2+kk,Praha,Libeň,27000.0
Pronájem bytu 2+kk 52 m²,"Šmeralova, Praha - Bubeneč",35 000 Kč/měsíc,pronájem,bytu,52,,2+kk,Praha,Bubeneč,35000.0
Pronájem bytu 3+kk 90 m²,"Košťálkova, Beroun - Beroun-Město",20 990 Kč/měsíc,pronájem,bytu,90,,3+kk,Beroun,Beroun-Město,20990.0
Prodej bytu 1+1 49 m²,"Studentská, Litvínov - Horní Litvínov",1 250 000 Kč,prodej,bytu,49,,1+1,Litvínov,Horní Litvínov,1250000.0
Prodej bytu 2+kk 45 m²,"Varšavské nám., Olomouc",6 460 000 Kč,prodej,bytu,45,,2+kk,Olomouc,,6460000.0
Pronájem bytu 2+kk 55 m²,"Kubánské náměstí, Praha - Vršovice",23 500 Kč/měsíc,pronájem,bytu,55,,2+kk,Praha,Vršovice,23500.0
Prodej bytu 2+kk 43 m²,"Varšavské nám., Olomouc",6 578 000 Kč,prodej,bytu,43,,2+kk,Olomouc,,6578000.0
Pronájem bytu 1+kk 41 m²,"Jednořadá, Praha - Bubeneč",17 400 Kč/měsíc,pronájem,bytu,41,,1+kk,Praha,Bubeneč,17400.0
Prodej bytu 2+kk 43 m²,"Varšavské nám., Olomouc",6 455 000 Kč,prodej,bytu,43,,2+kk,Olomouc,,6455000.0
Pronájem bytu 3+1 74 m²,"Prosluněná, Praha - Hlubočepy",24 500 Kč/měsíc,pronájem,bytu,74,,3+1,Praha,Hlubočepy,24500.0
Pronájem bytu 3+kk 63 m²,"Na Popelce, Praha - Smíchov",27 900 Kč/měsíc,pronájem,bytu,63,,3+kk,Praha,Smíchov,27900.0
Pronájem bytu 1+kk 35 m²,"Českomoravská, Praha - Libeň",15 400 Kč/měsíc,pronájem,bytu,35,,1+kk,Praha,Libeň,15400.0
Pronájem bytu 1+kk 43 m²,"Nuselská, Praha - Michle",17 400 Kč/měsíc,pronájem,bytu,43,,1+kk,Praha,Michle,17400.0
Pronájem bytu 2+kk 66 m²,"Ramonova, Praha - Strašnice",27 500 Kč/měsíc,pronájem,bytu,66,,2+kk,Praha,Strašnice,27500.0
Pronájem bytu 4+kk 117 m²,"Jeseniova, Praha - Žižkov",41 500 Kč/měsíc,pronájem,bytu,117,,4+kk,Praha,Žižkov,41500.0
Pronájem bytu 2+kk 61 m²,"Francouzská, Praha - Vinohrady",29 900 Kč/měsíc,pronájem,bytu,61,,2+kk,Praha,Vinohrady,29900.0
Pronájem bytu 2+kk 61 m²,"Mužíkova, Praha - Nusle",30 900 Kč/měsíc,pronájem,bytu,61,,2+kk,Praha,Nusle,30900.0
Pronájem bytu 2+kk 40 m²,"V zahradách, Praha - Libeň",18 900 Kč/měsíc,pronájem,bytu,40,,2+kk,Praha,Libeň,18900.0
Pronájem bytu 1+kk 35 m²,"Kolbenova, Praha - Hloubětín",17 500 Kč/měsíc,pronájem,bytu,35,,1+kk,Praha,Hloubětín,17500.0
Pronájem bytu 1+kk 31 m²,"V zahradách, Praha - Libeň",15 800 Kč/měsíc,pronájem,bytu,31,,1+kk,Praha,Libeň,15800.0
Pronájem bytu 2+kk 54 m²,"Závišova, Praha - Nusle",29 500 Kč/měsíc,pronájem,bytu,54,,2+kk,Praha,Nusle,29500.0
Pronájem bytu 2+kk 67 m²,"Závišova, Praha - Nusle",32 900 Kč/měsíc,pronájem,bytu,67,,2+kk,Praha,Nusle,32900.0
Pronájem bytu 2+kk 50 m²,"Generála Mrázka, Jablonec nad Nisou",11 000 Kč/měsíc,pronájem,bytu,50,,2+kk,Jablonec nad Nisou,,11000.0
"Prodej rodinného domu 450 m², pozemek 362 m²",Kutná Hora - Kutná Hora-Vnitřní Město,28 000 000 Kč,prodej,rodinného domu,450,362,,Kutná Hora,Kutná Hora-Vnitřní Město,28000000.0
Pronájem bytu 2+kk 55 m²,"U Internátu, Liberec - Liberec XIX-Horní Hanychov",19 500 Kč/měsíc,pronájem,bytu,55,,2+kk,Liberec,Liberec XIX-Horní Hanychov,19500.0
Prodej bytu 2+kk 45 m²,Čachrov - Javorná,4 990 000 Kč,prodej,bytu,45,,2+kk,Čachrov,Javorná,4990000.0
Prodej bytu 3+1 70 m²,"Špidrova, Vimperk - Vimperk III",2 390 000 Kč,prodej,bytu,70,,3+1,Vimperk,Vimperk III,2390000.0
Pronájem bytu 1+kk 22 m²,"Dornych, Brno",11 400 Kč/měsíc,pronájem,bytu,22,,1+kk,Brno,,11400.0
"Prodej rodinného domu 93 m², pozemek 1087 m²",Vacov - Rohanov,12 500 000 Kč,prodej,rodinného domu,93,1087,,Vacov,Rohanov,12500000.0
Pronájem bytu 2+kk 51 m²,"Dornych, Brno",19 900 Kč/měsíc,pronájem,bytu,51,,2+kk,Brno,,19900.0
"Prodej rodinného domu 259 m², pozemek 496 m²","Nad motolskou nemocnicí, Praha - Břevnov",Cena na vyžádání,prodej,rodinného domu,259,496,,Praha,Břevnov,
Pronájem bytu 1+kk 21 m²,"Dornych, Brno",12 500 Kč/měsíc,pronájem,bytu,21,,1+kk,Brno,,12500.0
Pronájem bytu 1+kk 28 m²,"Dornych, Brno",13 900 Kč/měsíc,pronájem,bytu,28,,1+kk,Brno,,13900.0
Pronájem bytu 1+kk 24 m²,"Dornych, Brno",13 900 Kč/měsíc,pronájem,bytu,24,,1+kk,Brno,,13900.0
"Prodej rodinného domu 120 m², pozemek 688 m²",Žihobce,2 980 000 Kč,prodej,rodinného domu,120,688,,Žihobce,,2980000.0
Pronájem bytu 2+kk 49 m²,"Dornych, Brno",18 800 Kč/měsíc,pronájem,bytu,49,,2+kk,Brno,,18800.0
Prodej bytu 2+kk 51 m²,"Česká, Kašperské Hory",Cena na vyžádání,prodej,bytu,51,,2+kk,Kašperské Hory,,
Pronájem bytu 2+1 50 m²,"Dornych, Brno",23 000 Kč/měsíc,pronájem,bytu,50,,2+1,Brno,,23000.0
Prodej bytu 3+1 77 m²,Srní,4 650 000 Kč,prodej,bytu,77,,3+1,Srní,,4650000.0
"Prodej rodinného domu 277 m², pozemek 2374 m²","Zadov, Stachy",Cena na vyžádání,prodej,rodinného domu,277,2374,,Stachy,,
Prodej bytu 2+kk 72 m²,"Mezi Vodami, Praha - Modřany",9 300 000 Kč,prodej,bytu,72,,2+kk,Praha,Modřany,9300000.0
Prodej bytu 2+kk 54 m²,"Plzeňská, Praha - Smíchov",9 000 000 Kč,prodej,bytu,54,,2+kk,Praha,Smíchov,9000000.0
Prodej bytu 2+kk 41 m²,"Maroldova, Praha - Nusle",8 500 000 Kč,prodej,bytu,41,,2+kk,Praha,Nusle,8500000.0
Prodej bytu 3+kk 72 m²,"Prosecká, Praha - Prosek",3 156 334 Kč,prodej,bytu,72,,3+kk,Praha,Prosek,3156334.0
Prodej bytu 3+kk 80 m²,"Gollové, Praha - Hlubočepy",3 556 477 Kč,prodej,bytu,80,,3+kk,Praha,Hlubočepy,3556477.0
Prodej bytu 4+kk 116 m²,"Gollové, Praha - Hlubočepy",4 526 732 Kč,prodej,bytu,116,,4+kk,Praha,Hlubočepy,4526732.0
Prodej bytu 3+kk 70 m²,"Gollové, Praha - Hlubočepy",3 891 300 Kč,prodej,bytu,70,,3+kk,Praha,Hlubočepy,3891300.0
"Prodej rodinného domu 270 m², pozemek 864 m²",Běšiny,5 400 000 Kč,prodej,rodinného domu,270,864,,Běšiny,,5400000.0
"Prodej rodinného domu 140 m², pozemek 498 m²","Příkrá, Zlín",7 299 000 Kč,prodej,rodinného domu,140,498,,Zlín,,7299000.0
Prodej bytu 3+1 72 m²,"Hlavní, Pozlovice",4 500 000 Kč,prodej,bytu,72,,3+1,Pozlovice,,4500000.0
"Prodej rodinného domu 160 m², pozemek 590 m²",Štítná nad Vláří-Popov,4 500 000 Kč,prodej,rodinného domu,160,590,,Štítná nad Vláří,Popov,4500000.0
"Prodej vily 291 m², pozemek 378 m²","Nádražní, Luhačovice",8 999 000 Kč,prodej,vily,291,378,,Luhačovice,,8999000.0
"Prodej rodinného domu 291 m², pozemek 378 m²","Nádražní, Luhačovice",8 999 000 Kč,prodej,rodinného domu,291,378,,Luhačovice,,8999000.0
SLEVA: Pronájem bytu 1+kk 33 m²,"Wolkerova, Olomouc",10 400 Kč/měsíc,pronájem,bytu,33,,1+kk,Olomouc,,10400.0
Pronájem bytu 1+1 40 m²,"Kovařovicova, Brno - Žabovřesky",13 500 Kč/měsíc,pronájem,bytu,40,,1+1,Brno,Žabovřesky,13500.0
"Prodej rodinného domu 164 m², pozemek 320 m²","Láskov, Mladá Boleslav - Debř",12 195 600 Kč,prodej,rodinného domu,164,320,,Mladá Boleslav,Debř,12195600.0
Pronájem bytu 1+1 46 m²,"Benešovo nábřeží, Zlín",11 690 Kč/měsíc,pronájem,bytu,46,,1+1,Zlín,,11690.0
"Prodej rodinného domu 110 m², pozemek 1224 m²",Štětí - Chcebuz,5 700 000 Kč,prodej,rodinného domu,110,1224,,Štětí,Chcebuz,5700000.0
Prodej bytu 1+1 33 m²,"Fabiánka II, Zlín - Kudlov",3 350 000 Kč,prodej,bytu,33,,1+1,Zlín,Kudlov,3350000.0
Pronájem bytu 1+kk 22 m²,"Pančava, Zlín - Příluky",9 900 Kč/měsíc,pronájem,bytu,22,,1+kk,Zlín,Příluky,9900.0
Pronájem bytu 2+kk 36 m²,"Bohuslava Martinů, Teplice - Trnovany",8 000 Kč/měsíc,pronájem,bytu,36,,2+kk,Teplice,Trnovany,8000.0
Pronájem bytu 2+kk 50 m²,"Kolbenova, Praha - Vysočany",24 000 Kč/měsíc,pronájem,bytu,50,,2+kk,Praha,Vysočany,24000.0
Pronájem bytu 3+kk 90 m²,"Kolínská, Praha - Vinohrady",40 000 Kč/měsíc,pronájem,bytu,90,,3+kk,Praha,Vinohrady,40000.0
"Prodej rodinného domu 108 m², pozemek 635 m²",Stolany,8 280 037 Kč,prodej,rodinného domu,108,635,,Stolany,,8280037.0
"Prodej rodinného domu 91 m², pozemek 1212 m²",Bystrá,Cena na vyžádání,prodej,rodinného domu,91,1212,,Bystrá,,
Pronájem bytu 4+kk 146 m²,"Na Kozačce, Praha - Vinohrady",60 000 Kč/měsíc,pronájem,bytu,146,,4+kk,Praha,Vinohrady,60000.0
Pronájem bytu 3+1 150 m²,"Komornická, Praha - Dejvice",40 000 Kč/měsíc,pronájem,bytu,150,,3+1,Praha,Dejvice,40000.0
Prodej bytu 2+kk 55 m²,"Mongolská, Ostrava - Poruba",4 190 000 Kč,prodej,bytu,55,,2+kk,Ostrava,Poruba,4190000.0
"Prodej rodinného domu 100 m², pozemek 125 m²",Polnička,3 998 000 Kč,prodej,rodinného domu,100,125,,Polnička,,3998000.0
"Prodej chaty 34 m², pozemek 1049 m²",Vyskytná nad Jihlavou - Rounek,1 310 500 Kč,prodej,chaty,34,1049,,Vyskytná nad Jihlavou,Rounek,1310500.0
Pronájem bytu 4+kk 87 m²,"Toufarova, Praha - Stodůlky",36 490 Kč/měsíc,pronájem,bytu,87,,4+kk,Praha,Stodůlky,36490.0
Pronájem bytu 2+kk 46 m²,"Biskupcova, Praha - Žižkov",17 990 Kč/měsíc,pronájem,bytu,46,,2+kk,Praha,Žižkov,17990.0
Pronájem bytu 1+kk 28 m²,"Stejnosměrná, Praha - Vysočany",16 990 Kč/měsíc,pronájem,bytu,28,,1+kk,Praha,Vysočany,16990.0
Pronájem bytu 1+kk 36 m²,"Kolbenova, Praha - Vysočany",16 490 Kč/měsíc,pronájem,bytu,36,,1+kk,Praha,Vysočany,16490.0
Pronájem bytu 1+kk 54 m²,"Olgy Havlové, Praha - Žižkov",20 990 Kč/měsíc,pronájem,bytu,54,,1+kk,Praha,Žižkov,20990.0
Pronájem bytu 1+kk 26 m²,"Újezd, Praha - Malá Strana",15 490 Kč/měsíc,pronájem,bytu,26,,1+kk,Praha,Malá Strana,15490.0
Pronájem bytu 3+kk 56 m²,"Čimická, Praha - Kobylisy",21 490 Kč/měsíc,pronájem,bytu,56,,3+kk,Praha,Kobylisy,21490.0
Pronájem bytu 2+kk 45 m²,"Za dvorem, Praha - Krč",18 490 Kč/měsíc,pronájem,bytu,45,,2+kk,Praha,Krč,18490.0
Pronájem bytu 2+kk 47 m²,"Vrchlického, Praha - Košíře",19 990 Kč/měsíc,pronájem,bytu,47,,2+kk,Praha,Košíře,19990.0
Pronájem bytu 3+kk 56 m²,"Bryksova, Praha - Černý Most",17 490 Kč/měsíc,pronájem,bytu,56,,3+kk,Praha,Černý Most,17490.0
Pronájem bytu 3+kk 78 m²,"Nuselská, Praha - Nusle",23 990 Kč/měsíc,pronájem,bytu,78,,3+kk,Praha,Nusle,23990.0
Pronájem bytu 2+kk 57 m²,"Poděbradova, Plzeň - Jižní Předměstí",16 990 Kč/měsíc,pronájem,bytu,57,,2+kk,Plzeň,Jižní Předměstí,16990.0
Prodej bytu 2+kk 40 m²,"Francouzská, Kladno - Kročehlavy",4 290 000 Kč,prodej,bytu,40,,2+kk,Kladno,Kročehlavy,4290000.0
Pronájem bytu 3+1 73 m²,"Křivá, Praha - Žižkov",21 490 Kč/měsíc,pronájem,bytu,73,,3+1,Praha,Žižkov,21490.0
Pronájem bytu 3+1 75 m²,"Žalovská, Praha - Čimice",21 990 Kč/měsíc,pronájem,bytu,75,,3+1,Praha,Čimice,21990.0
Pronájem bytu 2+kk 62 m²,"Bachmačská, Kolín - Kolín II",15 990 Kč/měsíc,pronájem,bytu,62,,2+kk,Kolín,Kolín II,15990.0
Pronájem bytu 3+kk 79 m²,"Nepelova, Praha - Hloubětín",23 990 Kč/měsíc,pronájem,bytu,79,,3+kk,Praha,Hloubětín,23990.0
Pronájem bytu 2+kk 41 m²,"Leopoldova, Praha - Chodov",16 990 Kč/měsíc,pronájem,bytu,41,,2+kk,Praha,Chodov,16990.0
Pronájem bytu 2+1 60 m²,"Wednesbury, Kladno - Kročehlavy",15 990 Kč/měsíc,pronájem,bytu,60,,2+1,Kladno,Kročehlavy,15990.0
Pronájem bytu 1+kk 27 m²,"Poděbradská, Praha - Vysočany",15 990 Kč/měsíc,pronájem,bytu,27,,1+kk,Praha,Vysočany,15990.0
Prodej bytu 3+kk 82 m²,"Horní Hrdlořezská, Praha - Hrdlořezy",11 990 000 Kč,prodej,bytu,82,,3+kk,Praha,Hrdlořezy,11990000.0
Pronájem bytu 3+kk 68 m²,"Malkovského, Praha - Letňany",23 990 Kč/měsíc,pronájem,bytu,68,,3+kk,Praha,Letňany,23990.0
Pronájem bytu 2+1 75 m²,"Za Hládkovem, Praha - Střešovice",22 990 Kč/měsíc,pronájem,bytu,75,,2+1,Praha,Střešovice,22990.0
Pronájem bytu 2+kk 48 m²,"Baranova, Praha - Žižkov",20 490 Kč/měsíc,pronájem,bytu,48,,2+kk,Praha,Žižkov,20490.0
Pronájem bytu 2+kk 45 m²,"17. listopadu, Mladá Boleslav - Mladá Boleslav II",15 990 Kč/měsíc,pronájem,bytu,45,,2+kk,Mladá Boleslav,Mladá Boleslav II,15990.0
"Pronájem rodinného domu 129 m², pozemek 255 m²","Onšovecká, Praha - Újezd nad Lesy",32 990 Kč/měsíc,pronájem,rodinného domu,129,255,,Praha,Újezd nad Lesy,32990.0
Pronájem bytu 3+1 59 m²,"Vratislavská, Praha - Bohnice",20 990 Kč/měsíc,pronájem,bytu,59,,3+1,Praha,Bohnice,20990.0
Pronájem bytu 2+1 56 m²,"Paláskova, Praha - Kobylisy",21 990 Kč/měsíc,pronájem,bytu,56,,2+1,Praha,Kobylisy,21990.0
Pronájem bytu 2+kk 56 m²,"Jankovcova, Praha - Holešovice",26 990 Kč/měsíc,pronájem,bytu,56,,2+kk,Praha,Holešovice,26990.0
Pronájem bytu 2+kk 56 m²,"Modenská, Praha - Horní Měcholupy",21 990 Kč/měsíc,pronájem,bytu,56,,2+kk,Praha,Horní Měcholupy,21990.0
Pronájem bytu 2+kk 54 m²,"Rýmařovská, Praha - Letňany",19 990 Kč/měsíc,pronájem,bytu,54,,2+kk,Praha,Letňany,19990.0
Prodej bytu 2+kk 52 m²,"Michelská, Praha - Michle",6 590 000 Kč,prodej,bytu,52,,2+kk,Praha,Michle,6590000.0
Pronájem bytu 2+kk 40 m²,"Velvarská, Horoměřice",22 490 Kč/měsíc,pronájem,bytu,40,,2+kk,Horoměřice,,22490.0
Pronájem bytu 2+1 53 m²,"Průběžná, Milovice - Mladá",15 990 Kč/měsíc,pronájem,bytu,53,,2+1,Milovice,Mladá,15990.0
Pronájem bytu 2+kk 62 m²,"Jurkovičova, Praha - Háje",20 990 Kč/měsíc,pronájem,bytu,62,,2+kk,Praha,Háje,20990.0
Pronájem bytu 3+kk 80 m²,"Paťanka, Praha - Dejvice",29 990 Kč/měsíc,pronájem,bytu,80,,3+kk,Praha,Dejvice,29990.0
Pronájem bytu 3+kk 84 m²,"Boženy Němcové, Mladá Boleslav - Mladá Boleslav II",23 490 Kč/měsíc,pronájem,bytu,84,,3+kk,Mladá Boleslav,Mladá Boleslav II,23490.0
Prodej bytu 3+1 76 m²,"Platónova, Praha - Modřany",8 190 000 Kč,prodej,bytu,76,,3+1,Praha,Modřany,8190000.0
Pronájem bytu 3+1 67 m²,"Prokopa Velikého, Kolín - Kolín III",15 490 Kč/měsíc,pronájem,bytu,67,,3+1,Kolín,Kolín III,15490.0
Pronájem bytu 1+kk 26 m²,"Kolbenova, Praha - Vysočany",11 490 Kč/měsíc,pronájem,bytu,26,,1+kk,Praha,Vysočany,11490.0
Pronájem bytu 2+kk 51 m²,"Pod Baštami, Praha - Hradčany",17 990 Kč/měsíc,pronájem,bytu,51,,2+kk,Praha,Hradčany,17990.0
Pronájem bytu 3+1 98 m²,"Balbínova, Praha - Vinohrady",32 990 Kč/měsíc,pronájem,bytu,98,,3+1,Praha,Vinohrady,32990.0
Pronájem bytu 3+kk 72 m²,"Hrudičkova, Praha - Chodov",21 990 Kč/měsíc,pronájem,bytu,72,,3+kk,Praha,Chodov,21990.0
Pronájem bytu 3+1 76 m²,"Antonínská, Praha - Holešovice",25 990 Kč/měsíc,pronájem,bytu,76,,3+1,Praha,Holešovice,25990.0
Pronájem bytu 3+kk 76 m²,"Herlíkovická, Praha - Kbely",23 990 Kč/měsíc,pronájem,bytu,76,,3+kk,Praha,Kbely,23990.0
"Prodej rodinného domu 100 m², pozemek 373 m²","Žižkova, Zeleneč",12 990 000 Kč,prodej,rodinného domu,100,373,,Zeleneč,,12990000.0
"Prodej vily 567 m², pozemek 2497 m²","Dobřichovická, Černošice",32 220 000 Kč,prodej,vily,567,2497,,Černošice,,32220000.0
"Prodej chaty 55 m², pozemek 38 m²",Jihlava,495 000 Kč,prodej,chaty,55,38,,Jihlava,,495000.0
Pronájem bytu 3+1 111 m²,"Anny Letenské, Praha - Vinohrady",37 000 Kč/měsíc,pronájem,bytu,111,,3+1,Praha,Vinohrady,37000.0
Pronájem bytu 1+kk 27 m²,"Slepá, Milovice - Mladá",7 990 Kč/měsíc,pronájem,bytu,27,,1+kk,Milovice,Mladá,7990.0
Pronájem bytu 2+kk 52 m²,"Hnězdenská, Praha - Troja",18 990 Kč/měsíc,pronájem,bytu,52,,2+kk,Praha,Troja,18990.0
Pronájem bytu 2+kk 55 m²,"Masarykova, Roztoky",16 490 Kč/měsíc,pronájem,bytu,55,,2+kk,Roztoky,,16490.0
Pronájem bytu 1+kk 26 m²,"Přemyslovská, Praha - Vinohrady",11 990 Kč/měsíc,pronájem,bytu,26,,1+kk,Praha,Vinohrady,11990.0
Pronájem bytu 2+kk 53 m²,"Norská, Praha - Vršovice",21 490 Kč/měsíc,pronájem,bytu,53,,2+kk,Praha,Vršovice,21490.0
Pronájem bytu 2+1 66 m²,"Zoubkova, Praha - Smíchov",24 490 Kč/měsíc,pronájem,bytu,66,,2+1,Praha,Smíchov,24490.0
Pronájem bytu 1+kk 35 m²,"Blšanecká, Praha - Uhříněves",15 490 Kč/měsíc,pronájem,bytu,35,,1+kk,Praha,Uhříněves,15490.0
Pronájem bytu 2+kk 50 m²,"Arménská, Praha - Vršovice",17 490 Kč/měsíc,pronájem,bytu,50,,2+kk,Praha,Vršovice,17490.0
Pronájem bytu 2+kk 46 m²,"Mahenova, Praha - Košíře",20 490 Kč/měsíc,pronájem,bytu,46,,2+kk,Praha,Košíře,20490.0
Prodej bytu 3+1 73 m²,"Jordana Jovkova, Praha - Modřany",8 000 000 Kč,prodej,bytu,73,,3+1,Praha,Modřany,8000000.0
Pronájem bytu 1+kk 33 m²,"V Kněžívce, Tuchoměřice",13 990 Kč/měsíc,pronájem,bytu,33,,1+kk,Tuchoměřice,,13990.0
Pronájem bytu 1+kk 22 m²,"V Kněžívce, Tuchoměřice",13 490 Kč/měsíc,pronájem,bytu,22,,1+kk,Tuchoměřice,,13490.0
Pronájem bytu 2+kk 50 m²,"Štěpánská, Kladno - Kročehlavy",15 990 Kč/měsíc,pronájem,bytu,50,,2+kk,Kladno,Kročehlavy,15990.0
Pronájem bytu 2+kk 43 m²,"Štichova, Praha - Háje",17 990 Kč/měsíc,pronájem,bytu,43,,2+kk,Praha,Háje,17990.0
Pronájem bytu 2+1 67 m²,"Olbramovická, Praha - Kamýk",21 990 Kč/měsíc,pronájem,bytu,67,,2+1,Praha,Kamýk,21990.0
Pronájem bytu 2+1 54 m²,"U Stadionu, Mladá Boleslav - Mladá Boleslav II",16 990 Kč/měsíc,pronájem,bytu,54,,2+1,Mladá Boleslav,Mladá Boleslav II,16990.0
Pronájem bytu 2+kk 45 m²,"U Staré plynárny, Praha - Holešovice",19 990 Kč/měsíc,pronájem,bytu,45,,2+kk,Praha,Holešovice,19990.0
Pronájem bytu 2+kk 43 m²,"Ovčí hájek, Praha - Stodůlky",21 490 Kč/měsíc,pronájem,bytu,43,,2+kk,Praha,Stodůlky,21490.0
Pronájem bytu 1+1 44 m²,"Jana Švermy, Benešov",12 990 Kč/měsíc,pronájem,bytu,44,,1+1,Benešov,,12990.0
Pronájem bytu 2+kk 53 m²,"Františka Diviše, Praha - Uhříněves",22 990 Kč/měsíc,pronájem,bytu,53,,2+kk,Praha,Uhříněves,22990.0
Pronájem bytu 2+kk 52 m²,"Smržových, Praha - Vysočany",24 990 Kč/měsíc,pronájem,bytu,52,,2+kk,Praha,Vysočany,24990.0
Pronájem bytu 3+kk 70 m²,"Olgy Havlové, Praha - Žižkov",34 990 Kč/měsíc,pronájem,bytu,70,,3+kk,Praha,Žižkov,34990.0
Pronájem bytu 2+kk 45 m²,"U zeleného ptáka, Praha - Kunratice",17 990 Kč/měsíc,pronájem,bytu,45,,2+kk,Praha,Kunratice,17990.0
